01001;00240
05047;00548
01059;01001
01059;01002
01059;01003
01059;01004
01059;01005
01059;01006
01059;01007
01059;01008
01059;01009
01059;01010
01028;01012
01059;01012
01059;01013
01059;01015
01017;01110
01017;01117
01056;01117
01016;01118
09109;01118
01030;01118
01037;01120
01037;01128
01016;01128
01017;01128
01037;01129
01063;01130
01018;01138
01063;01139
01003;01160
01003;01165
01003;01169
01058;01170
01058;01171
01901;01191
01059;01191
01021;01192
01059;01192
01001;01193
01021;01193
01027;01193
01059;01193
01016;01194
01059;01194
01901;01195
01059;01195
01059;01196
01018;01196
01051;01200
01013;01206
01027;01206
01051;01207
01027;01207
01053;01207
01009;01208
01013;01208
01053;01208
01061;01208
01006;01211
01014;01211
;01211
01030;01211
01044;01211
01014;01212
01028;01212
01044;01212
01062;01212
01046;01213
01902;01213
;01213
01016;01216
01044;01216
;01220
01014;01220
01046;01220
;01220
01901;01230
01009;01250
01009;01260
01031;01300
01033;01306
01011;01307
01052;01307
01057;01307
01019;01308
01031;01308
01032;01308
01023;01309
01031;01309
01034;01309
01041;01309
01043;01320
01031;01321
01039;01322
01043;01322
01060;01322
01028;01330
01022;01340
01036;01400
01010;01408
01042;01409
01046;01420
01049;01423
01046;01423
01902;01423
01055;01423
01049;01426
01046;01426
01055;01426
09050;01427
09192;01427
01055;01427
01046;01428
;01428
01055;01428
01020;01430
01020;01439
01054;01440
01054;01449
01002;01450
01054;01450
01063;01450
01002;01468
01002;01470
01010;01470
01004;01474
01010;01476
01010;01477
01004;01478
01010;01478
01010;01479
01008;01510
01058;01510
01059;01510
01008;01520
01059;01520
02003;02001
02003;02002
02003;02003
02003;02004
02003;02005
02003;02006
02003;02008
02003;02049
02003;02071
02003;02099
02901;02099
20053;02100
02073;02100
02035;02110
02073;02110
02060;02120
02006;02124
02011;02124
02044;02124
02011;02125
02011;02126
02060;02127
02006;02128
02060;02128
02063;02129
02017;02130
02058;02136
02058;02137
02017;02138
02058;02138
02059;02138
02011;02139
02017;02139
02003;02140
02063;02141
02044;02142
02063;02142
02075;02150
02021;02151
02002;02152
02020;02153
02064;02154
02083;02154
02003;02155
02029;02156
02043;02160
02043;02161
02038;02162
21013;02170
02024;02200
02007;02210
02007;02211
02023;02212
02013;02213
02077;02213
02007;02214
02013;02214
02005;02215
02082;02215
02052;02220
02045;02230
02046;02240
02054;02246
02026;02247
02041;02248
02034;02249
02041;02249
02066;02249
02001;02250
02034;02251
02007;02252
02036;02253
02034;02260
02079;02270
02008;02300
02085;02310
02062;02311
02008;02312
02059;02313
02008;02314
02047;02314
02059;02314
02076;02315
02070;02316
02012;02320
02071;02326
02065;02327
02003;02328
02022;02329
02008;02330
02068;02331
02068;02332
02068;02340
02080;02350
02016;02360
02037;02400
02037;02409
02044;02410
02037;02420
02030;02430
02042;02434
02072;02435
02031;02436
02072;02437
30028;02438
02030;02439
02049;02440
02017;02448
02049;02448
02030;02449
02049;02449
02067;02450
02058;02459
02067;02459
02084;02460
02028;02461
02067;02462
02084;02462
02030;02470
02086;02480
02086;02482
02086;02484
02086;02485
02086;02486
02086;02487
02086;02488
02086;02489
02037;02490
02037;02498
02037;02499
02074;02500
02029;02510
02901;02510
02003;02511
02003;02512
02074;02513
02074;02514
02029;02520
02029;02529
02055;02530
02055;02534
02055;02535
02055;02536
02055;02537
02055;02538
02055;02539
02081;02600
02019;02610
02057;02611
02053;02612
02081;02612
02019;02613
02014;02614
02048;02620
02069;02630
16060;02636
02078;02636
02032;02637
02050;02638
02015;02639
02069;02639
02009;02640
02051;02650
02033;02651
02056;02652
02004;02653
02025;02660
02010;02690
02039;02690
02018;02691
02029;02692
02061;02692
02027;02693
02039;02694
02029;02695
02040;02696
02011;02999
03014;03001
03014;03002
03014;03003
03014;03004
03014;03005
03014;03006
03014;03007
03014;03008
03014;03009
03014;03010
03014;03011
03014;03012
03014;03013
03014;03014
03014;03015
03014;03016
03083;03100
03132;03108
03129;03109
03090;03110
03046;03111
03014;03112
03014;03113
03014;03114
03014;03115
03121;03130
03014;03138
03065;03139
03076;03140
03064;03150
03055;03158
03059;03158
03061;03159
03015;03160
03012;03169
03113;03170
03062;03177
03070;03177
03118;03177
03034;03178
03015;03179
03070;03179
03133;03180
03133;03181
03133;03182
03133;03183
03133;03184
03133;03185
03133;03186
03903;03187
03133;03188
03099;03189
03902;03190
03099;03191
03902;03191
03099;03192
03120;03193
03065;03194
03065;03195
03065;03201
03065;03202
03065;03203
03065;03204
03065;03205
03065;03206
03065;03207
03065;03208
03065;03290
03065;03291
03065;03292
03065;03293
03065;03294
03065;03295
03065;03296
03099;03300
03080;03310
03099;03310
03099;03311
03099;03312
03099;03313
03099;03314
03099;03315
03025;03316
03099;03316
03049;03317
03065;03320
03059;03330
03059;03339
03005;03340
03074;03348
03904;03349
03058;03350
03049;03360
03099;03369
03109;03369
03111;03370
03044;03380
03024;03390
33024;03392
03140;03400
03140;03408
03014;03409
03052;03409
03116;03409
03140;03409
03043;03410
03053;03420
03096;03430
03079;03440
03021;03450
03023;03460
03023;03469
03051;03469
03031;03501
03031;03502
03031;03503
03069;03509
03048;03510
03037;03516
03027;03517
03033;03517
03075;03517
03057;03517
03045;03518
03127;03518
03107;03520
03094;03530
03014;03540
03119;03550
03014;03559
03050;03560
03004;03569
03139;03570
03112;03578
03098;03579
03124;03579
03011;03580
03011;03581
03018;03590
03018;03599
03066;03600
03104;03610
03123;03630
03116;03638
03140;03639
03089;03640
03089;03649
03105;03650
03105;03657
30043;03657
03105;03658
03116;03658
30022;03659
03105;03659
03093;03660
03013;03668
03114;03669
03088;03670
03088;03679
03019;03680
03077;03688
03077;03689
03078;03689
03099;03689
03122;03690
03002;03698
03014;03699
03063;03700
03063;03709
03047;03710
03041;03720
03006;03723
03128;03724
03128;03725
03042;03726
03081;03727
03006;03728
03085;03729
03125;03729
03082;03730
03082;03737
03082;03738
03082;03739
03071;03740
03063;03749
03101;03750
03030;03759
03095;03760
03040;03769
03110;03769
03117;03769
03063;03770
03138;03770
03026;03778
03901;03779
03063;03780
03102;03780
03001;03786
03136;03787
03134;03788
03136;03788
03135;03789
03097;03790
03097;03791
03137;03791
03091;03792
03097;03792
03100;03792
03054;03793
03029;03794
03097;03795
03115;03795
03131;03795
03009;03800
03009;03801
03009;03802
03009;03803
03009;03804
03035;03810
03073;03811
03060;03811
03020;03812
03039;03812
03086;03812
03067;03813
03068;03813
03130;03813
03008;03814
03022;03814
03103;03815
03032;03816
03009;03818
03056;03820
03016;03827
03036;03827
03038;03827
03106;03828
03017;03829
03056;03829
03092;03830
03003;03837
03010;03838
03092;03839
03072;03840
03007;03841
03028;03850
03084;03860
04013;04001
04013;04002
04013;04003
04013;04004
04013;04005
04013;04006
04013;04007
04013;04008
04013;04009
04066;04100
04066;04110
04066;04113
04060;04114
04066;04114
04066;04115
04066;04116
04066;04117
04066;04118
04066;04119
04013;04120
04013;04130
04013;04131
04032;04140
04066;04147
04032;04149
04066;04149
04086;04149
04013;04150
04066;04151
04013;04160
04066;04188
04088;04200
04060;04210
04060;04211
04088;04211
04094;04211
04033;04212
04068;04212
04097;04212
04082;04213
04052;04230
04101;04240
04086;04248
04074;04250
04074;04259
04078;04260
04086;04270
04059;04271
04086;04271
04027;04274
04095;04274
04090;04275
04092;04275
04009;04276
04026;04276
04027;04276
04086;04277
04086;04278
04086;04279
04090;04279
04095;04279
;04280
04022;04288
;04288
04022;04289
;04289
04086;04289
04011;04400
04012;04409
04051;04409
04024;04410
04081;04420
04055;04430
04054;04431
04077;04440
04030;04450
04014;04458
04023;04458
04071;04458
04067;04459
04046;04460
04057;04470
04020;04479
04046;04479
04073;04479
04007;04480
;04500
04001;04510
04002;04520
;04530
04005;04531
;04532
04002;04533
04065;04540
04050;04549
04050;04550
04005;04558
04050;04558
04050;04559
04047;04560
04010;04567
04015;04568
04080;04568
04028;04569
04091;04569
04006;04600
04053;04600
04035;04610
04035;04616
04035;04617
04035;04618
04035;04619
04100;04620
04016;04628
04016;04629
04049;04630
04064;04638
04064;04639
04093;04639
04070;04640
04075;04640
04035;04647
04075;04647
04035;04648
04075;04648
04075;04649
04103;04650
04091;04659
04017;04660
04089;04661
04103;04661
04053;04662
04103;04662
04053;04690
04053;04691
04006;04692
04053;04692
04089;04692
04053;04693
04053;04694
;04700
;04710
;04711
;04712
04029;04713
;04715
;04716
04079;04720
